tokens,LOC,ORG,PER,sentiment,neutral,positive
še poseben v italija ki igra v in veljati za,1,0,0,3,1,-1
v španija francija in,1,0,0,3,1,-1
italija in turčija,1,0,0,3,1,-1
francija in pravi,1,0,0,3,1,-1
vendar pa biti po posloven plat,0,1,0,2,0,0
pristal šest koper jesti ostal šest luka jesti ostal na na izhodišče jesti koper rahel izhodišče jesti luka rahel pozitiven biti še naprej koper petrola še naprej luka petrola in,0,1,0,3,1,-1
na izhodišče pa se jesti petrola cen jesti porasti za v plus jesti v borzen posel z še biti,0,1,0,3,1,-1
53 tisoč pa in petrola nkbm in gorenje ever biti dodati in petrola rahel pozitiven jesti pridobiti jesti odstotek jesti upadel odstotek in,0,1,0,3,1,-1
pa mercator in najvelik zdrs odstotek jesti izgubiti cen intereuropiti dodati mercator in n dno odstotek cena pa jesti porasti luka koper in telek,0,1,0,3,1,-1
kotacija jesti utrpeti upadel jesti jesti sicer utrpeti posrednik danes kotacija jesti zdaj poceniti se petrola in ob,0,1,0,3,1,-1
odstotek mercator in jesti gorenje vztrajati pri malenkost pol jesti izgubiti za mali,0,1,0,3,1,-1
mercator in cen krka dva odstotek jesti nkbm vztrajati odstotek jesti padel posel z,0,1,0,3,1,-1
pol jesti pridobiti tuditi sava v plus jesti podražiti se se jesti premakniti poleteti jesti,0,1,0,3,1,-1
triglav tuditi r se jesti jesti rahel negativen ra odstotek odstotek jesti r v,0,1,0,3,1,-1
odstotek jesti pridobiti t jesti se jesti tudi in sicer odstotek rast pa ostajati pri,0,1,0,3,1,-1
pa jesti izgubiti stanje ob,0,1,0,3,1,-1
pa on sled dober 12 odstotek tisoč oseba iz bosna in pa on sled povprečen podkupnina povprečen podkupnina v znašati 103 evreti nizek pa v kjer biti,1,0,0,2,0,0
prebivalec država zahoden jesti v pretekel ki pestiti zahoden najbolj razširjen,1,0,0,2,0,0
objavljen rezultat raziskava zn za drog rezultat raziskava urad za drog in raziskava urad zn drog in kriminal in kriminal in evropski,0,1,0,3,1,-1
unodc in komisija znesek,0,1,0,3,1,-1
in hercegovina gora hrvaški v gora,1,0,0,2,0,0
čren gora kosovo kosov in na pa mali več,1,0,0,2,0,0
hrvaški makedonija in na in na hrvaški,1,0,0,2,0,0
kosovo in srbija podkupnina priljubljen v kjer se lani visok v kjer biti,1,0,0,2,0,0
makedonija in eden oda prebivalstvo v jesti lani podkupovati povprečen podkupnina v s 349 ever,1,0,0,2,0,0
tovati naložba v nikoli biti biti biljan weber mora privabiti več tovati naložba v nikoli biti biti povedati weberjev jesti zaradi ta velik podjetje v za lanski leto država v biti naš velik tuj naložba v inovativnost in,0,1,0,2,0,0
podjetje za cel evropa namesto,1,0,0,3,1,-1
jesti do sedaj posloven model temeljiti ki on ponujati iz svoj tretji stranka on le zagotoviti,0,1,0,3,1,-1
ter se v nahajati v amsterdam,1,0,0,3,1,-1
evropa nahajati v in v dublin,1,0,0,3,1,-1
amsterdam in v gra za,1,0,0,3,1,-1
sod pod okrilje slovenija in pod okrilje telek in pošta,0,1,0,3,1,-1
slovenija in slovenija in pošta tehnologija,0,1,0,4,0,1
temveč celoten unija mena temveč celoten unija o ostal članica unija eu evropski unija v težava,0,1,0,3,1,-1
nikoli ne biti utrpeti izguba v pa biti pomoč biti prestrukturirati dolg,0,1,0,2,0,0
prvoten predlog o obvezen udeležba,0,0,1,2,0,0
verjeten na č biti irska in španija,0,1,0,2,0,0
v težava portugalska in,0,1,0,2,0,0
portugalska in jesti homburg,0,1,0,2,0,0
petnajsti let storiti rusija,1,0,0,3,1,-1
storiti urugvati argentina in,1,0,0,3,1,-1
rusija in drug država,1,0,0,3,1,-1
biti dodati obveznica in delnica mercator biti dodati obveznica 60 tisoč biti dodati obveznica mati manj biti dodati obveznica še 18,0,1,0,3,1,-1
sod in delnica st tisočak jesti biti dober pridobiti jesti še naprej dober zvišati se pol jesti porasti odstotek odstotek dvigniti na izhodišče,0,1,0,3,1,-1
tisočak jesti navreči indeks sbi desetinka jesti pridobiti z luka 60 tisoč pol manj ob odstotek jesti n dno odstotek jesti pridobiti z luka,0,1,0,3,1,-1
se jesti okrepiti cen krka se jesti podražiti vrednost krka nkbm in še biti posel,0,1,0,3,1,-1
petrola z koper se biti z luka se biti trgovati ever z koper posel še z luka posel še biti petrola z koper nkbm z luka nkbm in,0,1,0,3,1,-1
trgovati cen jesti upadel za jesti gorenje jesti upadel za odstotek jesti padel n dno,0,1,0,3,1,-1
ob odstotek jesti cena nkbm pol manj pa indeks sbi v minus jesti telek jesti ever jesti dodati indeks sbi biti posel ostajati na izhodišče tisoč jesti navreči indeks sbi na izhodišče jesti krek se,0,1,0,3,1,-1
gorenje cena pa se jesti prvi kotacija jesti poceniti se luka koper in intereuropa še,0,1,0,3,1,-1
odstotek jesti izgubiti znižati se odstotek jesti izgubiti mali manj,0,1,0,3,1,-1
jesti tudi vrednost in triglav dober odstotek jesti v plus,0,1,0,3,1,-1
vrednost laško in odstotek delnica aerodrom in triglav se in triglav se jesti znižati,0,1,0,3,1,-1
odstotek jesti pridobiti odstotek v plus jesti pridobiti jesti 80 ever jesti,0,1,0,3,1,-1
odstotek pa stanje ob in pol pa stanje ob jesti znižati vrednost v plus nizek biti delnica in triglav tolik jesti izgubiti rahel v,0,1,0,3,1,-1
last en bogat potrebovati za nakup osrednji trije holding perspektiva ft holding en bogat vedno bolj reševati prav tak stati poleg delnica,0,0,1,2,0,0
za nakup delnica koper petrola nakup delnica luka petrola financirati nakup delnica koper petrola nakup delnica luka petrola omenjen holding v koper jesti letos holding v luka jesti letos izgubiti,0,1,0,3,1,-1
luka koper telek in luka koper telek slovenija saj jesti delnica v kateri delnica nlb hidrotehnik in,0,1,0,3,1,-1
petrola in zapiranje lastniški petrola slovenija ozir petrola telek ozir biti,0,1,0,3,1,-1
posojilo poročati gra za,0,1,0,3,1,-1
perspektiva ft holding in vizija imeti oba holding investiran za okoli,0,1,0,3,1,-1
vizija holding in een holding,0,1,0,3,1,-1
reševati hčerinski družba novomešek cgp hidrotehnik in lan biti,0,1,0,3,1,-1
igm strešnik in nov mesto strešnik in vgp mesto slednji,0,1,0,3,1,-1
za nakup delnica petrola za nakup delnica odstotek nlb nlb odstotek on jesti prodati poleg delnica jesti igm strešnik,0,1,0,3,1,-1
petrola in lisec,0,1,0,3,1,-1
biti cgp nov mesto in cgp tiskarna mesto in igm,0,1,0,3,1,-1
jesti prodati družba invest nekdanji invest nekdanji projekt za,0,1,0,3,1,-1
prejeti poziv upornikov otrok upornik oda zahtevati izročitev članov sosednji država jesti o ta,0,1,0,3,1,-1
za vrnitev članov družina v libija upornik zahtevati izročitev žena in trije prehoden svet se še vedno še vedno skrivati in njegov sinov v ponedeljek ubit mlad sin hamis,0,0,1,2,0,0
gadafijev družina v fota bloomberg n odziv iz biti jesti odzvati da biti v pripreti kakšen hrvaški začetek konflikt v biti sicer že,1,0,0,2,0,0
libija fota član libijski nacionalen,0,1,0,3,1,-1
ujet oseba v tudi plačanec iz valid južen oda upornik pa,1,0,0,3,1,-1
diplomatski misija v libijski upornik,1,0,0,3,1,-1
k moon svet ozn in varnosten svet in drug človek,0,1,0,3,1,-1
in njegov sinov in sejf ati,0,0,1,2,0,0
sinov sad in ati isla biti,0,0,1,2,0,0
skrivati v kraj valid južen oda,1,0,0,3,1,-1
ofenziva na se nadaljevati upornik tudi ofenziva na v ponedeljek cesta vzhoden oda upornik pričakovati o miren vdaja,1,0,0,2,0,0
zavzeti puščavski vasica nedaleč oda obalen,1,0,0,2,0,0
potekati še štirje iva sanader jesti znova poudariti uskok breme tudi za vojen uskok obtoževati da jesti in zloraba položaj jesti po izročitev uskok jesti proti sreda september vložiti mol prota potekati še štirje,0,0,1,2,0,0
sploh biti zgoditi ampak avstrija avstrija in ne provizija biti sreda julij izročiti obtožen svet čas vojen na uskok obtoževati,0,1,0,3,1,-1
hrvaški ampak č jesti on jesti izplačati in ne hrvaški ta nastal v jesti ko on jesti sreda julij izročiti zagreb in v pogajati s predstavnik po izročitev iz preiskovalec v zagrebški,0,1,0,3,1,-1
jesti po poročanje list pred današnji,0,1,0,3,1,-1
obtožen svet sodišče biti za,0,1,0,3,1,-1
nezakonit provizija oda alpe adrio banka matej granić oda banka prejeti okoli pogajati s predstavnik banka o posojilo,0,1,0,2,0,0
premiera vrniti provizija za boj proti organiziran kriminal breme sanader na hrvaški obtoževati sanader ves obtožba jesti proti sanader,0,1,0,3,1,-1
se jesti v in v avstrija,1,0,0,3,1,-1
sporen podaljšanje posojilo holding ki jesti velik lastnik laško in v velik lastnik pivovarna in v posreden sporen podaljšanje posojilo holding zavzemati predvsem reprogramiranje tajkunski posojilo ki jesti jesti velik lastnik laško in v velik lastnik pivovarna in v posreden,0,1,0,2,0,0
zavarovan z delnica in pivovarna laško,0,1,0,3,1,-1
biti potreben jesti poudariti tudi,0,0,1,2,0,0
predsednik uprava jesti ponuditi odstop,0,1,0,3,1,-1
red seja predsednik ljuba germič jesti seja predsednik dz germič jesti zavrniti dz predsednik ljuba germič jesti predsednik dz germič jesti tanek pa jesti predsednik morala seja večkrat pred ta jesti sicer zavrniti tudi,0,1,0,3,1,-1
imenovanje nadzoren svet tiskoven agencija tiskoven agencija z dneven imenovanje nadzoren svet z dneven red član nadzoren svet predlagati marko hočevar,0,1,0,3,1,-1
polovica poslanec vlad predlog vodje poslanski skupina joža tanka jesti poslanski skupina sds tanka jesti uvod ljuba germič jesti odvrniti da,0,0,1,3,1,-1
vodja poslanski skupina in zares dušan,0,1,0,3,1,-1
sd in zares kumera in franca,0,0,1,3,1,-1
dušan kumera in jura vlad,0,0,1,3,1,-1
svet sta predlagati hočevar nikolo,0,0,1,3,1,-1
marko hočevar damjanić aleša,0,0,1,3,1,-1
nikolo damjanić živkovič in andražati,0,0,1,3,1,-1
aleša živkovič in terški v,0,0,1,3,1,-1
s prvopodpisan poslanka majda širec prvopodpisan poslanka zares širec predvidevati,0,1,0,3,1,-1
mehanizem za stabilnost v eu biti dogovor o krepitev sklad za zaščita zaščita ever n grčija in krepitev merklov in nesoglasje glede krepitev predvid ne biti dogovor o krepitev na način,0,1,0,3,1,-1
stabilnost efsf v biti danes zatrditi vir pri biti danes v biti vir pri danes oceniti navedba vir pri biti lahek biti p potrditev on mora odobriti biti vir pri danes poudariti drug ključen predstavnik,1,0,0,3,1,-1
med pariz in glede vloga zaseben poleg ta biti in pariz v mnenje pariz in naj biti biti pa biti se v prizadevanje za,1,0,0,3,1,-1
pri drug pomoč in krepitev efsf pri drug pomoč glede kateri šesti obrok posojilo v okvir lani,1,0,0,3,1,-1
sobota zvečer v dvostranski srečanje za biti danes v zatrditi da,1,0,0,3,1,-1
biti danes sporočiti in francija kateri se mnenje in francija prav 21 odstotek se zavzemati za,1,0,0,3,1,-1
sporočiti nemčija in poleg ta mnenje nemčija in prav tak razlikovati grški obveznica pa predlagati zgolj,1,0,0,3,1,-1
mora odobriti še denaren sklad,0,1,0,3,1,-1
p navedba naj biti,0,1,0,3,1,-1
medtem ko predsednik komisija jos manuela predsednik evropski komisija manuela barrosa in,0,1,0,3,1,-1
v izogib propad hčerinski družba prevzeti se francija in luksemburg v razčlenitev skupina in jesti za štirje ta znašati jamstvo odstotek komisija biti on in francija takrat,1,0,0,3,1,-1
biti se belgija in dexiina enota v ki financirati odstotek odstotek in on belgija in takrat zagotoviti finančen,1,0,0,3,1,-1
belgija in v letošnji oktober odstotek in trije odstotek,1,0,0,3,1,-1
mora odobriti še komisija prava tak on mora še komisija podržavljenje p podatek komisija biti on,0,1,0,3,1,-1
prvi mož banka marian s,0,0,1,3,1,-1
prodaja zavarovalnica v pa jesti dexio,1,0,0,3,1,-1
članica območje ever irska,1,0,0,3,1,-1
ever grčija italija,1,0,0,3,1,-1
irska portugalska in,1,0,0,3,1,-1
italija in španija se,1,0,0,3,1,-1
portugalska in se jesti s,1,0,0,3,1,-1
trenuten razmera v in območje ever oživitev gospodarstvo verjeti v slovenski,1,0,0,3,1,-1
strinjati evropski poslanec fajon s mena na slika status država slovenija po gled slovenija jesti na slika,0,0,1,3,1,-1
tanja fajon d,0,1,0,3,1,-1
d roman,0,1,0,3,1,-1
jordan cizelj sds lojza petereti ns,0,1,0,3,1,-1
epp in lojza,0,1,0,3,1,-1
epp med,0,1,0,3,1,-1
biti izpostaviti predvsem in grčija kot grčija problematičen č se se kriza v poglobiti biti,1,0,0,2,0,0
predvsem italija in glede slovenija trenuten bolj kot problematičen italija,1,0,0,2,0,0
grčija glede pa biti opozoriti ves akter v še pred decembrski fajonov po mnenje komisija dober gospodarstvo gled jesti fajonov on razmera v ne skrbeti,1,0,0,4,0,1
fota štebljati petereti,0,0,1,3,1,-1
evropski komisija v biti danes v reforma v biti v odziv,1,0,0,3,1,-1
tiskoven predstavnik komisija bailly jesti skleniti,0,0,1,3,1,-1
biti zmagati stranka janez janša s zmagati stranka sds janša s skoraj odstotek vprašan voliti 18 odstotek podpor najbolj narasel janković in podpora najbolj narasel in sicer prihajati oda volivec iz let 2008,0,1,0,3,1,-1
mesto biti biti slovenija zoran janković biti pozitiven slovenija janković s slab 18 odstotek pa slovenija zoran janković pa pozitiven slovenija janković kazati medtem ko biti slovenija zoran jankovič biti pozitiven slovenija jankovič in sd pokazati da slovenija sd,0,1,0,4,0,1
glas fota ben č biti,0,0,1,3,1,-1
on jesti za slovenija narediti median,0,1,0,3,1,-1
tv slovenija narediti n tretji,0,1,0,3,1,-1
gregor virant in povečevati se zoran jankovič in ohraniti približen enak pozitiven slovenija in virantov list dobivati oda volivec iz let 2008,0,1,0,3,1,-1
povečevati se podpora n pet sedmi odstotek uvrstiti s po se jesti tudi ki biti,0,1,0,4,0,1
biti on slediti in sls,0,1,0,3,1,-1
slediti desus in sns in,0,1,0,3,1,-1
in sls in trs biti,0,1,0,3,1,-1
sns in biti dobiti vsak,0,1,0,3,1,-1
janković in stagnirati od prejšnji,0,0,1,3,1,-1
zaskrbljen nad načrt da biti januar 2012 biti letalski prevoznik s ta odločitev ne strinjati civilen letalstvo pozivati naj zaskrbljen nad ukrep n vrh zda vrh zda v washington jesti almeid ne nasprotovati večstranski jesti enostranski določiti sicer pa sicer pa se zaradi vključitev letalski,0,1,0,2,0,0
v in iz z januar,1,0,0,3,1,-1
izpust v se s ta eu n vrh eu v da biti si država amerika želeti naj prevoznik iz prepovedati da,0,1,0,2,0,0
družba in v organizacija za civilen da biti organizacija za civilen,0,1,0,3,1,-1
eu v jesti včeraj predsednik na vrh v joao vati,1,0,0,3,1,-1
srečati s predsednik svet herman van predsednik evropski svet van rompuy,0,1,0,3,1,-1
rompuy predsednik komisija joseo manuel predsednik evropski komisija manuel barros in,0,1,0,3,1,-1
vodja zunanji politika catherin ashton zunanji politika eu ashton ameriški,0,1,0,3,1,-1
ameriški veleposlanika pri william kennarda jesti veleposlanika pri eu kennarda jesti povedati,0,1,0,3,1,-1
takojšnji nestrinjanje predstavnik na vrh v v washington vati dejati almeid jesti dejati vendar,0,1,0,3,1,-1
ever tudi in francija po vrh in francija pretiti ocena aaa francija finski nizozemski,0,1,0,2,0,0
tudi nemčija in zaradi poglabljanje nemčija in pretiti znižanje za nemčija nizozemski aa pa znižanje za,0,1,0,3,1,-1
jesti znajti tudi ki biti poslabšati gospodarski obet in drug država političen odločanje v vs jesti ohraniti boniteten ocena pri aa,0,1,0,2,0,0
primer neuspeh vrh konec teden v ever in širok znov biti država in vlada ta konec teden,0,1,0,3,1,-1
konec teden v ocena lahek znižati konec teden v č biti,1,0,0,3,1,-1
javen finance z vrh po ocena ustrezen evra č biti in,0,1,0,2,0,0
francija luksemburg nemčija luksemburg,0,1,0,2,0,0
nizozemski avstrija in nizozemski finski in,0,1,0,2,0,0
luksemburg in finski finski in groza znižanje za,0,1,0,2,0,0
avstrija in nemčija luksemburg in avstrija groza,0,1,0,2,0,0
boniteten hiša in fitch,0,1,0,3,1,-1
jesti po mnenje oman bolj antipahor planet dejati oman izvoliti izvoliti kandidat na volitve za za član predsedstvo 1990 in podpredsednik koalicija stranka pravi ki verjeti rezultat poraženec odgovarjati da pravi ki v rušiti pahorje sicer mena se spraševati janšev napad türek jesti po mešan pravi ki on planet povedati oman,0,0,1,3,1,-1
se biti pojaviti biti jesti pomagati janković biti predstaviti biti antipahor jesti morala zrušiti janša in morati stvar zdaj par odstotek za še ne pomen,0,0,1,2,0,0
volitve vlada sestaviti janša in borut nekaj normalen in janković morati ali jesti glede na volilen spraševati oman napad na türek ki on napad janša na türek,0,0,1,2,0,0
janez janša in pahor verjeti njegov mnenje jesti vlada zrušiti levica jesti morala zrušiti zato jesti jesti edin poraženec pravi da jesti pravi socialdemokrat in jesti levica rušiti oman sicer,0,0,1,3,1,-1
da biti lahek dobiti tudi,0,1,0,3,1,-1
janšev napad na biti v red red ocen predsednikovanje türek jesti po janez janša na biti všeč,0,0,1,3,1,-1
pogovor o vstop v koalicija biti saj jesti svoj negativen stališče kateri se jesti zahvaliti jankovićev povabilo udeležiti jesti do vprašanje javnost zapisati v sls pripravljen v sls pripravljen podpreti nujen se biti po izvolitev mandatar pogovoriti o sodelovanje pri nujen projekt trenuten nahajati do danes pričakovati desus in danes do,0,1,0,3,1,-1
mena predsednik stranka radovan žerjava zoran predsednik stranka sls žerjava zoran janković prejeti pismo predsednik radovan žerjati pismo predsednik sls žerjati v ponoven pogovor z ki pa podpreti nujen projekt jesti v dopis jesti še zapisati se biti ustaven večina hkrat oda janković pričakovati,0,1,0,3,1,-1
sls radovan žerjava janković predsednik janković predsednik slovenija jesti danes predsednik pozitiven jesti danes dopoldan jesti sls zahvaliti povabilo na ponoven jesti v dopis tudi zaželeti uspešen hkrat žerjava oda pričakovati da,0,0,1,3,1,-1
se biti v slovenija v sklad biti v pozitiven v sklad s,0,1,0,3,1,-1
poziv političen stranka virant državljanski,0,1,0,3,1,-1
list virant list gregor virant,0,1,0,3,1,-1
gregor virant stranka upokojenec slovenija demokratičen stranka upokojenec desus stranka upokojenec slovenija desus in,0,1,0,3,1,-1
jesti imeti v deseti let v precej zmanjšati tak vozilo v že čez milijon biti biti v registriran oseben avtomobil finski nemčija in prebivalec jesti imeti v,0,1,0,3,1,-1
fota ben v let,0,0,1,3,1,-1
tisoč prebivalec v na 1000 prebivalec 678,1,0,0,3,1,-1
ves država članica velik kot v med država članica biti po zadnji,0,1,0,3,1,-1
razen v in velik britanija slovenija in litva,1,0,0,3,1,-1
predvsem v država evropa med,1,0,0,3,1,-1
pa zlasti na za 38,1,0,0,3,1,-1
in v za 35,1,0,0,3,1,-1
678 in 606,1,0,0,3,1,-1
imeti še malt,0,1,0,3,1,-1
ciper avstrija,0,1,0,3,1,-1
malt finski,0,1,0,3,1,-1
avstrija slovenija,0,1,0,3,1,-1
nemčija in,0,1,0,3,1,-1
najmanj pa v najmanj registriran oseben v let 2009 197 ali,1,0,0,3,1,-1
sanacijski program za jesti nezadosten zaupanje v sposobnost da biti rešilen program za nezadosten zato počasnost strukturen prilagajanje predvsem aten kateri se jesti zavezati v zamena rešilen paketa za ki jesti 50 odstotek up da fuesti v biti potreben več moj mnenje jesti že bankrotirati priznati da ne biti moči,0,1,0,2,0,0
meniti v denaren sklad mednaroden mednaroden denaren sklad denaren sklad denaren sklad voda dokument sklad naj biti ugotavljati pri privatizacija skupaj z evropski,0,1,0,3,1,-1
voda on lagarda na,0,0,1,3,1,-1
nov varčevalen ukrep drug velik januar ponoven v strokovnjak sklad biti grčija predvsem ne napredovati dovolj znova vrač v ta biti s kateri se trenuten pogajati o,0,1,0,2,0,0
mds skupaj z centralen banka centralen banka in eu,0,1,0,3,1,-1
ecb in sestavljati,0,1,0,3,1,-1
finančen ministrstvo v grčija poročanje reuters oceniti fuesti gospodarski nemški finančen minister schäubsti mena p,0,0,1,3,1,-1
jesti po poročanje oceniti clemens fuesti,0,1,0,3,1,-1
deloven mesto v kazati raziskava zaposlovanje v gospodarstvo povečati v povprečje srednji podjetje v jesti znašati približen v povprečje v skupen zaposlovanje v povprečje v jesti biti med deloven mesto v jesti biti sicer v raziskava vključen 27 in še 27 država članica ter albanija,0,1,0,3,1,-1
jesti danes objaviti komisija v obdobje jesti po navedba komisija net zaposlovanje,0,1,0,3,1,-1
na leto jesti med redek deloven mesto v jesti razmerje drugačen deloven mesto v prispevati miker podjetje padec v le odstotek odstotek velik podjetje jesti tak poleg podjetje v jesti sicer po,0,1,0,4,0,1
jesti tak poleg poljska in,0,1,0,3,1,-1
poleg francija in španija en,0,1,0,3,1,-1
poljska in en redek članica,0,1,0,3,1,-1
članica eu ter čren gora,0,1,0,3,1,-1
ter albanija gora hrvaški,0,1,0,3,1,-1
čren gora islandija,0,1,0,3,1,-1
hrvaški izrael,0,1,0,3,1,-1
islandija liechtenstein,0,1,0,3,1,-1
izrael makedonija,0,1,0,3,1,-1
liechtenstein norveška,0,1,0,3,1,-1
makedonija srbija in,0,1,0,3,1,-1
norveška in turčija,0,1,0,3,1,-1
srbija in,0,1,0,3,1,-1
pozvati ves institucija k varčevanje pri ves vodja institucija poslati dopis da tudi institucija pokazati da v ves institucija metod a komisija pred sodišče ponoven bran lani zvišanje plača uradnik v bruselj v brut domač proizvod članica unija zvišanje plača uradnik v bruselj postopek na sodišče ki jesti,0,1,0,2,0,0
evropski uradnik v čeprav večina uradnik eu v v sklad s članica se zoperstaviti že let tisoč evrokrat v medtem ko uradnik eu v ki on,1,0,0,2,0,0
država članica britanija nemčija,0,1,0,3,1,-1
velik britanija francija,0,1,0,3,1,-1
nemčija italija,0,1,0,3,1,-1
francija nizozemski,0,1,0,3,1,-1
italija španija,0,1,0,3,1,-1
nizozemski belgija in,0,1,0,3,1,-1
španija in luksemburg,0,1,0,3,1,-1
belgija in ki predstavljati,0,1,0,3,1,-1
vlada po ves v hud kriza,1,0,0,2,0,0
oživitev pravi chrysler jesti z dogovor z dati chrysler dodaten biti zadoščati jesti biti danes reševati američan jesti povedati pomen propad podjetje jesti zagotovilo,0,0,1,4,0,1
ta reči v v stečaj vozilo v pa naj biti,1,0,0,3,1,-1
novinarski konferenca v napovedati ameriški predsednik,1,0,0,3,1,-1
imenovati vlada in ki biti ozir združitev s ki biti združitev skupaj s na leto lahek,0,1,0,4,0,1
tudi nekoč v zelo popularen fiček,1,0,0,3,1,-1
med on ves 27 članica tak se devet članica med on vsaj po celoten zgolj uvedba,0,1,0,3,1,-1
med on francija in med on francija in ta poziv biti in francija,0,1,0,4,0,1
on nemčija in italija on nemčija in italija biti nemčija in francoski minister,0,1,0,4,0,1
francija in se jesti francija in se jesti,0,1,0,4,0,1
jesti danes v poudariti da,1,0,0,3,1,-1
finančen trg se pobuda biti naprej se pobuda biti da jesti za davek smiseln uvesti,0,1,0,2,0,0
poleg omenjen še belgija,0,1,0,4,0,1
še avstrija španija,0,1,0,4,0,1
belgija finski,0,1,0,4,0,1
španija grčija in,1,0,0,4,0,1
finski in portugalska,0,1,0,4,0,1
grčija in biti v,0,1,0,4,0,1
sicer najbolj nasprotovati britanija in švedska,1,0,0,2,0,0
velik britanija in barniera jesti,1,0,0,2,0,0
strasser jesti biti zgodba v bruselj ki jesti z medij jesti biti let biti biti poleg vpleten še trije thaler in biti ko,0,0,1,2,0,0
2009 izvoliti v parlament a 2009 izvoliti v parlament a z določen poslanec parlament dogovoriti,0,1,0,3,1,-1
znajti tudi slovenec thaler na zalba bidegaina in strasser biti nekdanji evropski poslanec thaler ki,0,0,1,2,0,0
fota rey začetek zgodba,0,0,1,3,1,-1
začetek zgodba v strasser ki,1,0,0,3,1,-1
video posnetek nepravilnost biti odkriti poslanec odstopiti urad za boj preiskava jesti zaključiti 22,0,1,0,3,1,-1
jesti predlagati obdobje upravi triglav ki svoj predlog v biti utemeljiti ali treba v biti za nov praven pisarna v mih grilec za finance v uroš ivanec in fota pop tv triglav jesti sicer velik posamičen lastnik s odstotek vzajemen sklad,0,1,0,3,1,-1
ki on predsedovati toplaka delničar mandati dva nadzornik toplak tudi predsednik predsednik nadzoren svet in nekdanji prvi nekdanji prvi mož in simon zdolšek svet trenuten voda toplaka član,0,0,1,3,1,-1
velik banka v abanka jesti,1,0,0,3,1,-1
ki on voda kocič pa jesti predsednik uprava andreja kocič fota predsednik uprava triglav kocič fota pop,0,0,1,3,1,-1
uprava družba casina in prokurist hit kobarid in prokurist a iz iz nov gorica tovornik hit jesti,0,1,0,3,1,-1
a iz gorica srdan tovornik,1,0,0,3,1,-1
pisarna v triglav grilec izvršen,0,0,1,3,1,-1
finance v triglav ivanec in direktor,0,0,1,3,1,-1
ivanec in direktor ipgi aleša vahčič direktor gradis ipgi vahčič predsednik,0,1,0,3,1,-1
andreja kocič fota tv zavarovalnica triglav,0,1,0,3,1,-1
velik lastnik jesti s,0,1,0,3,1,-1
delež sledeti en holding,0,1,0,3,1,-1
velik lastnik še sod,0,1,0,3,1,-1
diamond vip,0,1,0,3,1,-1
sod holding,0,1,0,3,1,-1
holding in raiffeisen,0,1,0,3,1,-1
vip in zentralbanka oesterreich,0,1,0,3,1,-1
zdolšek direktor uroš rožič direktor dsu rožič nekdanji,0,1,0,3,1,-1
nekdanji predsednik uprava a nika hit a trošt in iren,0,1,0,3,1,-1
nika trošt in vodopivec jean iz,0,0,1,3,1,-1
o odstoten hiter napoved komisija jesti lahek jesti spomladanski napoved komisija ki jesti ta napoved komisija zelo realističen o napoved komisija pravi masten ne biti visok komisija slovenija za biti visok komisija v danes po nov napoved komisija letos znašati jesti danes objaviti komisija pričakovati,0,1,0,3,1,-1
kar jesti napovedati za makroekonomski analiza oceniti masten jesti kot,0,1,0,2,0,0
jesti danes oceniti umar jesti evropski komisija pravi rast ne gospodarski rast sicer ne misel hiter pravi javnofinančen primanjkljaj številka opozarjati težava biti,0,0,1,3,1,-1
strošek zadolževanje letošnji primanjkljaj visok pretekel let n zbornica slovenija gzs presenečenje za biti nit ocena po zadnji ocena iz april letos biti sporočiti iz,0,1,0,3,1,-1
slovenija zoran janković zoran janković predlagati predsednik pozitiven slovenija janković predlagati stranka s stran predsednik slovenija zoran janković stran predsednik pozitiven zoran janković prejeti predsednik pozitiven slovenija janković prejeti pismo da jesti pismo poslati ves poročanje požareport jesti v pismo predlagati vodja biti biti p dosedanji njegov beseda jesti predlagati da biti vodja koalicija hanžek jesti da biti odgovoriti danes,0,1,0,4,0,1
projekt fota baumkirhra v stranka,0,0,1,3,1,-1
stranka sd trs in,0,1,0,3,1,-1
biti on tudi in demokratičen stranka,0,1,0,3,1,-1
p poročanje jesti janković v jesti poročati predlagati trije,0,1,0,3,1,-1
sodelovanje predsednik stranka matjaž hanžek jesti predsednik stranka trs hanžek jesti povedati koalicija janković jesti povedati še,0,1,0,3,1,-1
pri stranka sd sarkić jesti potrdilo,0,0,1,3,1,-1
jesti predsednik stranka pahor prejeti dopis,0,0,1,3,1,-1
kandidat za župan kucler dolinar in soočiti s protikandidatek kucler dolinar inštitucija pravi dolinarjev kota sledeti pa kandidatek s podpora sds ns s podpora mojca kucler dolinar s podpora sds kucler dolinar z,0,0,1,4,0,1
kucler dolinar in janković o stožica povedati prvak pozitiven in kandidat za jesti dodati on jesti odgovoriti odgovarjati in dodajati del zmaga v prvi v prvi krog biti prepričljiv zmagati,0,0,1,4,0,1
zoran janković o in tramvajski proga tramvaj namesto realen projekt za projekt reči potem jesti za dvorana na stadion,1,0,0,3,1,-1
proga fota baumkirhra moj delovanje,0,0,1,3,1,-1
v pogovor za povedati prvak pozitiven,0,1,0,3,1,-1
kilometer proga janković zmaga kazati današnji anketa stik sledeti,0,1,0,3,1,-1
odstotek ter kandidat slovenija mih jazbinšek ter kandidat zelen mih jazbinšek s kandidat zelen slovenija jazbinšek s,0,1,0,3,1,-1
